d_name,d_speciality,total_score,total_survey_count,five_star,five_star_percentage,four_star,four_star_percentage,three_star,three_star_percentage,two_star,two_star_percentage,one_star,one_star_percentage,positive_tags,negative_tags,comment_text
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",He’s been an excellent physician and a friend to my family for years.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli is a no frills kind of guy that will give you the care and attention you need
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","I’m so glad Maninder Kohli is also my uncle Mitchell’s dr. I love his whole team, from the nurses to the nurse practitioner to Dr Kohli himself. Rare to find MD as friendly thorough and competent at Dr Kohli is."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli thoroughly explains any questions I have. Very informative and very compassionate.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Great physician. very thorough. very caring.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",My experience with Dr Kohli and his staff is excellent. I appreciate his high standard of care and the way in which his practice is managed. Unlike many physicians offices today he takes the time to carefully analyze health issues and he spends the necessary time recommending the proper care. He communicates in an understandable manner so that you feel comfortable in that you are in good hands. An excellent physician!
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli has been a great help in treating my health issues and staying on top of unexpected changes. I have been very satisfied with each visit to his office
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",He is awesome
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Very impressive Dr., staff, and facility!!!"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",I was unhappy with dupage medical group doctors . I was referred to dr Kohli from dr chudic. Dr Kohli has been great and I feel very comfortable talking to him.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Very thorough, knowledgeable and personable doctor. I would highly recommend."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Have been very happy here, polite ,on time, friendly, I would refer people I know."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr Kohli is a exceptional physian and finest caretaker.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Very helpful and intelligent, I was lucky to find him!"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",The best staff and Dr is awesome
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Thorough
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","I was referred to Dr. Kohli by my cardiologist, and I’ve been a patient of his for 3 years. I was immediately impressed with his sensitivity and knowledge. His staff is also very responsive to my requests. I highly recommend Dr. Kohli!"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",He is an excellent physician. His bedside manners are superb. He is very patient attentive and takes time to examine you. You never feel rushed.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",always helpfully and friendly
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","I have always been very satisfied with the service,"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli is an excellent physician who took the time to listen to my complaints without rushing.I would definitely recommend him.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","I switched to Dr. Kohli because I felt like my previous physician did not take the ti,e to truly listen to my concerns and I appreciate how thoroughly Dr. Kohli responds to my needs as a patient and a person. His staff is also friendly and efficient, which makes care go smoothly."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Very thoughtful in dealing with patient concerns.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Since day one I meet Dr. Kohli, he completetely change my life. Would recommend to everyone. So happy and blessed to know him."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Great
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Very likely.... my whole family’s and clients already see hi,"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Fantastic doctor. My whole extended family sees him now. Always listens and is responsive with practical guidance.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Wonderful doctor and staff. Have recommended
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Very thoughtful and communication of his ideas for treatment are excellent. I would highly recommend his services.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Great doc. Listens to you and is very caring , kind and professional."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","In tune, kind and perfect"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",I would refer my family and friends to Dr. Kohli. He is very thorough and understands my needs.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","All of my health concerns were addressed. Dr Kohli spends time with his patients, freely answering all questions and concerns in a clear and through manner. He is very encouraging and positive in suggestions for patient health initiatives."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Amazing bedside manner. Thoroughly explains and reviews everything in detail.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",He takes time to answer all your questions and does not rush through the exam. Dr Kohli is very personable yet maintains professionalism. He is an outstanding choice for primary care.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr Kohli is a doctor who listens and takes his time to listens to concerns
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Doctor Kohli takes his time with you. He is patient and very understanding to all my issues. We have been seeing him for a few years and will continue. His office staff is great too. Special thank you to Bonnie too.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Great Doc and office. Very personable
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Awesome, caring doctor. I don’t want to go anywhere else!"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli is very through and precise. I highly recommend him for your medical needs.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli is the best doctor I have had. He has a great bed side manner and truly cares about his patients.
